;Number_of_Pitches;Number_of_Pitch_Classes;Range;Strong_Tonal_Centres;Mean_Pitch;Mean_Pitch_Class;Most_Common_Pitch;Most_Common_Pitch_Class;Interval_Between_Most_Prevalent_Pitches;Pitch_Variability;First_Pitch;First_Pitch_Class;Last_Pitch;Last_Pitch_Class;Most_Common_Melodic_Interval;Total_Number_of_Notes;Initial_Tempo;Mean_Tempo;Tempo_Variability
/Users/kate/Documents/UofG/Music Analysis/2. Lab outputs/week 4/Fluorescent-Adolescent.mid;17.0;7.0;36.0;2.0;56.0;6.657;68.0;6.0;2.0;11.52;40.0;4.0;71.0;11.0;2.0;548.0;112.0;112.0;0.0
